"filename", "language", "Markdown", "Shell Script", "YAML", "Ignore", "JavaScript", "JSON with Comments", "JSON", "TypeScript", "Docker", "HTML", "Properties", "Prisma", "GraphQL", "SQL", "comment", "blank", "total"
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230109081612_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230109082109_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230109082425_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 1, 10
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230110160453_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 4, 17
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230110161936_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 2, 12
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230111035716_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230112031637_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 12
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230112090524_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 7, 7, 27
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230112171940_vote\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 6, 26
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230112194644_user_subscriptions\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 4, 15
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230116022246_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 6
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230118015345_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\migrations\20230118030513_\migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 4, 17
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\prisma.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 8, 62, 205
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\seed\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\seed\permissions.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 1, 4, 45
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\seed\roles.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 4, 46
"d:\ELIV\PROJECTS\eliv-api\api\src\prisma\seed\users.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 4, 63
"d:\ELIV\PROJECTS\eliv-api\api\src\pub-sub\pub-sub.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 3, 26
"d:\ELIV\PROJECTS\eliv-api\api\src\roles\role.schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"d:\ELIV\PROJECTS\eliv-api\api\src\roles\roles.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\ELIV\PROJECTS\eliv-api\api\src\roles\roles.resolver.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"d:\ELIV\PROJECTS\eliv-api\api\src\roles\roles.resolver.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 7, 48
"d:\ELIV\PROJECTS\eliv-api\api\src\roles\roles.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\ELIV\PROJECTS\eliv-api\api\src\roles\roles.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 7, 35
"d:\ELIV\PROJECTS\eliv-api\api\src\schema.gql", "GraphQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2690, 0, 12, 388, 3090
"d:\ELIV\PROJECTS\eliv-api\api\src\upload\interfaces\upload-file-options.input.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\ELIV\PROJECTS\eliv-api\api\src\upload\interfaces\uploaded-file.interface.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\ELIV\PROJECTS\eliv-api\api\src\upload\upload.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\ELIV\PROJECTS\eliv-api\api\src\upload\upload.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 4, 37
"d:\ELIV\PROJECTS\eliv-api\api\src\user-subscriptions\dto\user-subscription-response.dto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\ELIV\PROJECTS\eliv-api\api\src\user-subscriptions\user-subscription.schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"d:\ELIV\PROJECTS\eliv-api\api\src\user-subscriptions\user-subscriptions.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"d:\ELIV\PROJECTS\eliv-api\api\src\user-subscriptions\user-subscriptions.resolver.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"d:\ELIV\PROJECTS\eliv-api\api\src\user-subscriptions\user-subscriptions.resolver.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 3, 7, 73
"d:\ELIV\PROJECTS\eliv-api\api\src\user-subscriptions\user-subscriptions.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\ELIV\PROJECTS\eliv-api\api\src\user-subscriptions\user-subscriptions.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 8, 49
"d:\ELIV\PROJECTS\eliv-api\api\src\users\user.schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 2, 9, 31
"d:\ELIV\PROJECTS\eliv-api\api\src\users\users.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\ELIV\PROJECTS\eliv-api\api\src\users\users.resolver.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"d:\ELIV\PROJECTS\eliv-api\api\src\users\users.resolver.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 7, 51
"d:\ELIV\PROJECTS\eliv-api\api\src\users\users.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\ELIV\PROJECTS\eliv-api\api\src\users\users.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 7, 41
"d:\ELIV\PROJECTS\eliv-api\api\src\utils\getErrorCode.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\ELIV\PROJECTS\eliv-api\api\src\utils\getOrCreateDir.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\ELIV\PROJECTS\eliv-api\api\src\utils\getPermissionsByEntity.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\ELIV\PROJECTS\eliv-api\api\src\utils\getTokenExp.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\enums\privacy.enum.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\interfaces\create-video-with-file.input.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 2, 12
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\interfaces\ffmpeg-quality-config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\interfaces\file-upload.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\interfaces\video2hls-options.input.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\models\process-progress.model.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\processors\video.processor.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 20, 16, 206
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\video.schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 2, 10, 31
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\videos.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 2, 22
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\videos.resolver.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\videos.resolver.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 4, 10, 128
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\videos.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\ELIV\PROJECTS\eliv-api\api\src\videos\videos.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 1, 10, 67
"d:\ELIV\PROJECTS\eliv-api\api\src\views\views.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\ELIV\PROJECTS\eliv-api\api\src\views\views.resolver.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"d:\ELIV\PROJECTS\eliv-api\api\src\views\views.resolver.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 7, 44
"d:\ELIV\PROJECTS\eliv-api\api\src\views\views.schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 13
"d:\ELIV\PROJECTS\eliv-api\api\src\views\views.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\ELIV\PROJECTS\eliv-api\api\src\views\views.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 7, 33
"d:\ELIV\PROJECTS\eliv-api\api\src\vod-sessions\dto\create-vod-session.input.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\ELIV\PROJECTS\eliv-api\api\src\vod-sessions\dto\update-vod-session.input.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\ELIV\PROJECTS\eliv-api\api\src\vod-sessions\enums\status.enum.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\ELIV\PROJECTS\eliv-api\api\src\vod-sessions\vod-session.schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 3, 11
"d:\ELIV\PROJECTS\eliv-api\api\src\vod-sessions\vod-sessions.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\ELIV\PROJECTS\eliv-api\api\src\vod-sessions\vod-sessions.resolver.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"d:\ELIV\PROJECTS\eliv-api\api\src\vod-sessions\vod-sessions.resolver.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 7, 36
"d:\ELIV\PROJECTS\eliv-api\api\src\vod-sessions\vod-sessions.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\ELIV\PROJECTS\eliv-api\api\src\vod-sessions\vod-sessions.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 6, 27
"d:\ELIV\PROJECTS\eliv-api\api\src\votes\dto\vote-count-response.dto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"d:\ELIV\PROJECTS\eliv-api\api\src\votes\dto\vote-count-where.input.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\ELIV\PROJECTS\eliv-api\api\src\votes\dto\vote-response.dto.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"d:\ELIV\PROJECTS\eliv-api\api\src\votes\vote.schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 3, 15
"d:\ELIV\PROJECTS\eliv-api\api\src\votes\votes.module.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 2, 23
"d:\ELIV\PROJECTS\eliv-api\api\src\votes\votes.resolver.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"d:\ELIV\PROJECTS\eliv-api\api\src\votes\votes.resolver.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 14, 14, 167
"d:\ELIV\PROJECTS\eliv-api\api\src\votes\votes.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\ELIV\PROJECTS\eliv-api\api\src\votes\votes.service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 10, 50
"d:\ELIV\PROJECTS\eliv-api\api\test\app.e2e-spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"d:\ELIV\PROJECTS\eliv-api\api\test\jest-e2e.json", "JSON", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\ELIV\PROJECTS\eliv-api\api\tsconfig.build.json", "JSON", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 0, 8
"d:\ELIV\PROJECTS\eliv-api\api\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"d:\ELIV\PROJECTS\eliv-api\cleanup-docker-image.sh", "Shell Script", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\ELIV\PROJECTS\eliv-api\deploy-docker.local.sh", "Shell Script", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4
"d:\ELIV\PROJECTS\eliv-api\deploy-docker.prod.sh", "Shell Script", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5
"d:\ELIV\PROJECTS\eliv-api\docker-compose.dev.yml", "YAML", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 52
"d:\ELIV\PROJECTS\eliv-api\docker-compose.prod.yml", "YAML", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 50
"d:\ELIV\PROJECTS\eliv-api\rtmp\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"d:\ELIV\PROJECTS\eliv-api\rtmp\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 2, 1, 42
"d:\ELIV\PROJECTS\eliv-api\rtmp\nginx.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 22, 8, 63
"Total", "-", 56, 5, 130, 5, 27, 24, 16791, 2931, 25, 39, 33, 271, 2690, 151, 259, 1206, 24643